nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId,
EMD-ATL01,2__BIMPO000,,,SSE Energy Supply Limited,G,TRUE,2__BIMPO000,SSE,-198.859,0,C,0.0064338,-140.096,-117.864,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-AXPO1,2__BAXPO000,,,AXPO UK LIMITED,G,FALSE,2__BAXPO000,EGLUK,-18,13,C,0.0064338,-11.34,-8.78,8.19,6.341,FALSE,FALSE,_B,East Midlands,,
EMD-BGS01,2__BBGAS000,,,British Gas Trading Ltd,G,TRUE,2__BBGAS000,BRITGAS,-178.952,0,C,0.0064338,-79.133,-82.049,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-BIZ01,2__BBIZZ000,,,British Gas Trading Ltd,G,TRUE,2__BBIZZ000,BRITGAS,-58.583,0,C,0.0064338,-29.871,-24.529,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-BRT01,2__BBULN000,,,Bryt Energy Limited,G,FALSE,2__BBULN000,BULLION,-52.788,0,C,0.0064338,-37.469,-28.104,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-EAS01,2__BEELC000,,,E.ON Energy Solutions Limited,G,TRUE,2__BEELC000,PGENERGY,0,0,C,0.0034544,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-EDF01,2__BEDFE000,,,EDF Energy Customers Limited,G,TRUE,EDFE_East Midlands,LENCO,-200,0,C,0.0064338,-109.42,-112.42,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-EDR01,2__BEDIR000,,,British Gas Trading Ltd,G,TRUE,2__BEDIR000,BRITGAS,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-ENR01,2__BENRD000,,,British Gas Trading Ltd,G,TRUE,2__BENRD000,BRITGAS,-232.531,232,C,0.0064338,-29.88,-5.557,29.812,5.545,FALSE,FALSE,_B,East Midlands,,
EMD-EON01,2__BEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__BEOND000,NITTWO01,-568,14,C,0.0064338,-298.086,-296.212,7.347,7.301,FALSE,FALSE,_B,East Midlands,,
EMD-EST01,2__BEENG000,,,E.ON Energy Solutions Limited,G,TRUE,2__BEENG000,PGENERGY,0,0,C,0.005607,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-GDF01,2__BRWED000,,,ENGIE Power Limited,G,TRUE,2__BRWED000,RWETDL,-168,96,C,0.0064338,-90.283,-57.12,51.59,32.64,FALSE,FALSE,_B,East Midlands,,
EMD-HPW01,2__BHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__BHPOW000,HAVEN,-265.084,1,C,0.0064338,-199.608,-158.997,0.753,0.6,FALSE,FALSE,_B,East Midlands,,
EMD-HVN01,2__BHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__BHAVE000,HAVEN,0,78.8,C,0.0064338,0,0,16.548,16.548,FALSE,FALSE,_B,East Midlands,,
EMD-INE01,2__BINDE000,,,npower limited,G,TRUE,INDE EAST MIDLANDS,NEEB,-27.3,0,C,0.0054492,-14.597,-13.975,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-LON01,2__BLOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid EMEB,LENCO,-400,58.932,C,0.0064338,-213.28,-148.12,31.423,21.823,FALSE,FALSE,_B,East Midlands,,
EMD-MEC01,2__BNUCE000,,,NDA,G,FALSE,2__BNUCE000,MAGNOX,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-MID01,2__BMIDE000,,,Npower Limited,G,TRUE,NPEC East Mid Area MIDE,NPOWER01,-5.02,0,C,0.0054492,-2.612,-2.714,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-MNW01,2__BMANW000,,,SP Energy Retail Ltd,G,TRUE,2__BMANW000,SPSUP01,-1,0,C,0.0064338,-0.438,-0.356,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-NEE01,2__BNEEB000,,,npower limited,G,TRUE,2__BNEEB000,NEEB,-18.08,0,C,0.0054492,-10.358,-10.297,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-NPE01,2__BNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC East Mid Area NATP,NPOWER02,-231.844,54.51,C,0.0064338,-133.287,-79.082,31.338,18.593,FALSE,FALSE,_B,East Midlands,,
EMD-NWP01,2__BNORW000,,,E.ON Energy Solutions Limited,G,TRUE,2__BNORW000,PGENERGY,0,0,C,0.005244,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-OCT01,2__BMRCY000,,,Octopus Energy Limited,G,TRUE,2__BMRCY000,MERCURY,-588.579,13.3,C,0.0064338,-294.76,-300.823,6.661,6.798,FALSE,FALSE,_B,East Midlands,,
EMD-OGA01,2__BOGAS000,,,British Gas Trading Ltd,G,TRUE,2__BOGAS000,BRITGAS,-8,0,C,0.0064338,-3.912,-2.299,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-OVO01,2__BOVOE000,,,OVO Electricity Ltd,G,FALSE,2__BOVOE000,OVOE,-151.68,0,C,0.0064338,-70.531,-73.641,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-PGE01,2__BEMEB000,,,E.ON Energy Solutions Limited,G,TRUE,2__BEMEB000,PGENERGY,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-PGU01,2__BPGEN000,,,E.ON UK plc,G,TRUE,2__BPGEN000,POWERGEN,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-RNW01,2__BRENC000,,,ECOTRICITY LIMITED,G,FALSE,2__BRENC000,RENC,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-SEE01,2__BSEEB000,,,EDF Energy Customers Limited,G,TRUE,2__BSEEB000,LENCO,-8,0,C,0.0064338,-4.761,-4.135,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-SEL01,2__BSMAR000,,,Smartestenergy Limited,G,TRUE,2__BSMAR000,SMARTEST,-230.424,0,C,0.0064338,-181.712,-136.664,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-SPC01,2__BSPOW000,,,SP Energy Retail Ltd,G,TRUE,2__BSPOW000,SPSUP01,-206.6,0,C,0.0064338,-119.642,-111.192,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-SSE01,2__BHYDE000,,,OVO Electricity Ltd,G,TRUE,SSE SBMU1 - East Mid GSPG,OVOE,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-STH01,2__BSOUT000,,,OVO Electricity Ltd,G,TRUE,SE SBMU1 - East Mid GSPG,OVOE,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-SWA01,2__BSWAE000,,,OVO Electricity Ltd,G,TRUE,SWA SBMU1 - East Mid GSPG,OVOE,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-SWT01,2__BSWEB000,,,EDF Energy Customers Limited,G,TRUE,SWEB Default BMUid EMEB,LENCO,-2,0,C,0.0064338,-1.351,-1.326,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-SYM01,2__BSYMB000,,,E.ON Next Energy Ltd,G,TRUE,2__BSYMB000,NITTWO01,0,0,C,0.0100104,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-TFE01,2__BTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__BTGPL000,TFEGP,-317.167,125.858,C,0.0064338,-179.104,-114.973,71.072,45.624,FALSE,FALSE,_B,East Midlands,,
EMD-TIL01,2__BTILL000,,,British Gas Trading Ltd,G,TRUE,2__BTILL000,BRITGAS,-438.532,0,C,0.0064338,-217.819,-222.906,0,0,FALSE,FALSE,_B,East Midlands,,
EMD-YEP01,2__BYELG000,,,npower limited,G,TRUE,_B  Default BM East Midlands,YE,-0.32,0,C,0.0054492,-0.172,-0.178,0,0,FALSE,FALSE,_B,East Midlands,,
ENDRB-1,T_ENDRB-1,48W00000ENDRB-1N,OTHER,Flexitricity Limited,T,TRUE,Enderby BESS,FLEXTRCY,-57,57,C,0.0064338,-5.335,-5.335,5.335,5.335,FALSE,FALSE,,,,
ERRO-1,T_ERRO-1,48W000000ERRO-1P,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G1,SSEGEN,-0.068,25.3,P,-0.0256767,-0.027,-0.027,10.12,10.12,TRUE,FALSE,,,,
ERRO-2,T_ERRO-2,48W000000ERRO-2N,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G2,SSEGEN,-0.02,25.26,P,-0.0256767,-0.008,-0.008,10.104,10.104,TRUE,FALSE,,,,
ERRO-3,T_ERRO-3,48W000000ERRO-3L,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G3,SSEGEN,-0.02,25.66,P,-0.0256767,-0.008,-0.008,10.264,10.264,TRUE,FALSE,,,,
ERV00B,V__BEROV001,,,Erova Energy Limited,V,TRUE,V__BEROV001,EROVAIRL,0,0,C,0.005244,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
ESSE01,2__EIMPO002,,,SSE Energy Supply Limited,S,TRUE,2__EIMPO002,SSE,-1.9,1.9,C,0.0141587,-0.76,-0.76,0.76,0.76,TRUE,FALSE,_E,Midlands,,
EWHLW-1,T_EWHLW-1,48W00000EWHLW-1U,WIND,SP Renewables (UK) Limited,T,TRUE,Ewe Hill II Windfarm,SPCRE01,-2,38,P,-0.0122086,-0.8,-0.8,15.2,15.2,TRUE,FALSE,,,,
EXETR-2,E_EXETR-2,,,Whitetower Energy Limited,E,TRUE,Exeter,FDUN1,-6,50,P,0.0153524,-2.4,-2.4,20,20,TRUE,FALSE,_L,South Western,,
FAARW-1,T_FARR-1,48W00000FAARW-13,WIND,Smartestenergy Limited,T,TRUE,Farr Unit 1,SMARTEST,-14,92,C,-0.0256767,-5.6,-5.6,36.8,36.8,TRUE,FALSE,,,,
FAARW-2,T_FARR-2,48W00000FAARW-21,WIND,Smartestenergy Limited,T,TRUE,Farr Unit 2,SMARTEST,-14,92,C,-0.0256767,-5.6,-5.6,36.8,36.8,TRUE,FALSE,,,,
FALGD-1,T_FALGD-1,,,Fallago Rig Wind Farm Limited,T,FALSE,Fallago Rig Demand,FALLAGO,-6,0,C,-0.0122086,-0.481,-0.481,0,0,FALSE,FALSE,,,,
FALGW-1,T_FALGW-1,48W00000FALGW-1T,WIND,Fallago Rig Wind Farm Limited,T,TRUE,Fallago Rig Wind Farm,FALLAGO,-2.5,144,P,-0.0122086,-1,-1,57.6,57.6,TRUE,FALSE,,,,
FARNB-1,E_FARNB-1,,,Tesla Motors Limited,E,TRUE,Farnham BESS,TESLA,-20,20,P,0.0160206,-8,-8,8,8,TRUE,FALSE,_H,Southern,,
FASN-1,T_FASN-1,48W000000FASN-18,NPSHYD,SSE Generation Ltd,T,TRUE,Fasnakyle G1,SSEGEN,-0.02,23.04,P,-0.0256767,-0.008,-0.008,9.216,9.216,TRUE,FALSE,,,,
FASN-4,E_FASN-4,48W000000FASN-42,NPSHYD,SSE Generation Ltd,E,TRUE,Fasnakyle G4,SSEGEN,-0.02,8.32,P,-0.0256767,-0.008,-0.008,3.328,3.328,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,,
FASN2,T_FASN-2,48W0000000FASN25,NPSHYD,SSE Generation Ltd,T,TRUE,Fasnakyle  G2,SSEGEN,-0.022,23.28,P,-0.0256767,-0.009,-0.009,9.312,9.312,TRUE,FALSE,,,,
FASN3,E_FASN-3,48W0000000FASN33,NPSHYD,SSE Generation Ltd,E,TRUE,Fasnakyle  G3,SSEGEN,-0.2,24.2,P,-0.0256767,-0.08,-0.08,9.68,9.68,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,,
FAWN-1,E_FAWN-1,48W000000FAWN-1P,CCGT,ESSO Petroleum Company Ltd,E,TRUE,Fawley Cogen,EPCO1,0,155,C,0.0160206,0,0,62,62,FALSE,FALSE,_H,Southern,,
FBPG01,2__FBPGM001,,,BP Gas Marketing Limited,S,TRUE,Wormald Green BESS,BPGAS,-33.6,33.6,C,-0.0095682,-0.38,-0.46,0.38,0.46,FALSE,FALSE,_F,_F - Northern,,
FBPG02,2__FBPGM002,,,BP Gas Marketing Limited,S,TRUE,Hawthorn Pit BESS,BPGAS,-54.749,50.3,C,-0.0095682,0.553,0.526,-0.508,-0.483,FALSE,FALSE,_F,_F - Northern,,
FDUNT-1,E_FDUN-1,48W00000FDUNT-15,,Whitetower Energy Limited,E,TRUE,Fort Dunlop,FDUN1,-1,99,C,0.0150195,-0.4,-0.4,39.6,39.6,TRUE,FALSE,_E,Midlands,,
FELL-1,E_FELL-1,48W000000FELL-1R,CCGT,NDA,E,TRUE,E_FELL-1,MAGNOX,-40,140,P,-0.0021896,-16,-16,56,56,TRUE,FALSE,_G,North Western,,
FERRB-1,,48W00000FERRB-1V,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,,
FERRB-2,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,,
FFES-1,T_FFES-1,48W000000FFES-1S,PS,First Hydro Company,T,TRUE,Ffestioniog 1,FSTHYDRO,-75,91.033,P,0.0067798,-30,-30,36.413,36.413,TRUE,FALSE,,,,
FFES-2,T_FFES-2,48W000000FFES-2Q,PS,First Hydro Company,T,TRUE,Ffestioniog 2,FSTHYDRO,-75,91.875,P,0.0067798,-30,-30,36.75,36.75,TRUE,FALSE,,,,
FFES-3,T_FFES-3,48W000000FFES-3O,PS,First Hydro Company,T,TRUE,Ffestioniog 3,FSTHYDRO,-75,90,P,0.0067798,-30,-30,36,36,TRUE,FALSE,,,,
FFES-4,T_FFES-4,48W000000FFES-4M,PS,First Hydro Company,T,TRUE,Ffestioniog 4,FSTHYDRO,-75,90,P,0.0067798,-30,-30,36,36,TRUE,FALSE,,,,
FFSE01,2__FFSEN005,,,F & S Energy Ltd.,S,TRUE,2__FFSENOK5,FSE0001,-23.922,24.479,C,-0.0095682,-0.371,-0.416,0.379,0.426,FALSE,FALSE,_F,_F - Northern,,
FFSE02,2__FFSEN007,,,F & S Energy Ltd.,S,TRUE,2__FFSENOK7,FSE0001,-21.485,19.619,C,-0.0095682,0.698,0.58,-0.638,-0.53,FALSE,FALSE,_F,_F - Northern,,
FIDL-1,T_FIDL-1,48W000000FIDL-16,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 1,KGL,-20,68,C,0.0028532,0,0,0,0,FALSE,FALSE,,,,
FIDL-2,T_FIDL-2,48W000000FIDL-24,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 2,KGL,-20,20,C,0.0028532,0,0,0,0,FALSE,FALSE,,,,
FIDL-2G,T_FIDL-2G,48W00000FIDL-2GF,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry GT2,KGL,-1,1,C,0.0028532,0,0,0,0,FALSE,FALSE,,,,
FIDL-3,T_FIDL-3,48W000000FIDL-32,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 3,KGL,-20,20,C,0.0028532,0,0,0,0,FALSE,FALSE,,,,
FIDL-3G,T_FIDL-3G,48W00000FIDL-3GC,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry GT 3,KGL,-1,1,C,0.0028532,0,0,0,0,FALSE,FALSE,,,,
FIDL-4,T_FIDL-4,48W000000FIDL-40,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 4,KGL,-1,1,C,0.0028532,0,0,0,0,FALSE,FALSE,,,,
FIDLST1,T_FIDLST1,,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry ST1,KGL,-66,20,C,0.0028532,-48.985,-48.985,14.844,14.844,FALSE,FALSE,,,,
FINL-1,T_FINL-1,48W000000FINL-1U,NPSHYD,SSE Generation Ltd,T,TRUE,Finlarig,SSEGEN,-0.1,16.802,P,-0.0256767,-0.04,-0.04,6.721,6.721,TRUE,FALSE,,,,
FJERE000,2__FJERE000,,,Shell Energy UK Limited,G,FALSE,2__FJERE000,AMPERE,0,0,C,-0.0077506,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
FOYE-1,T_FOYE-1,48W000000FOYE-14,PS,SSE Generation Ltd,T,TRUE,Foyers G1,SSEGEN,-156,160,P,-0.0256767,-62.4,-62.4,64,64,TRUE,FALSE,,,,
FOYE-2,T_FOYE-2,48W000000FOYE-22,PS,SSE Generation Ltd,T,TRUE,Foyers G2,SSEGEN,-157.3,160,P,-0.0256767,-62.92,-62.92,64,64,TRUE,FALSE,,,,
FOYED-1,T_FOYED-1,,,SSE Generation Ltd,T,FALSE,Foyers Stn Txs,SSEGEN,-3,1.04,P,-0.0256767,-0.845,-0.845,0.293,0.293,FALSE,TRUE,,,,
FRBRW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,,
FSDLW-1,T_FSDLW-1,48W00000FSDLW-10,WIND,Freasdail Energy Limited,T,TRUE,Freasdail Wind Farm,FEL,-0.4,22.2,P,-0.0256767,-0.16,-0.16,8.88,8.88,TRUE,FALSE,,,,
GAOFO-1,T_GANW-11,48W00000GAOFO-13,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 11,GALOWFL,-3,88,P,0.0049362,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,,
GAOFO-2,T_GANW-22,48W00000GAOFO-21,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 22,GALOWFL,-3,385.82,P,0.0049362,-1.2,-1.2,154.328,154.328,TRUE,FALSE,,,,
GAOFO-3,T_GANW-13,48W10000GAOFO-3N,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 13,GALOWFL,-3,88,P,0.0049362,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,,
GAOFO-4,T_GANW-24,48W00000GAOFO-4Y,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 24,GALOWFL,-3,88,P,0.0049362,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,,
GDSTW-1,E_GDSTW-1,48W00000GDSTW-14,WIND,Mobius Renewables Gen. (GB),E,TRUE,Gordonstown,AIRGEN,-0.088,13.289,C,-0.0256767,-0.035,-0.035,5.316,5.316,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,,
GFLDW-1,E_GFLDW-1,48W00000GFLDW-11,,Edgware Energy Limited,E,TRUE,Goole Fields Wind Farm,EDGWARE,-0.22,32.8,C,-0.0043908,-0.088,-0.088,13.12,13.12,TRUE,FALSE,_M,Yorkshire,,
GFSE01,2__GFSEN005,,,F & S Energy Ltd.,S,TRUE,2__GFSENOK5,FSE0001,-48.84,48.783,C,-0.0086334,-18.545,-15.673,18.523,15.654,FALSE,FALSE,_G,North Western,,
GFSE02,2__GFSEN006,,,F & S Energy Ltd.,S,TRUE,2__GFSENOK6,FSE0001,-47.926,46.138,C,-0.0042063,-19.774,-16.511,19.037,15.895,FALSE,FALSE,_G,North Western,,
GJERE000,2__GJERE000,,,Shell Energy UK Limited,G,FALSE,2__GJERE000,AMPERE,0,0,C,-0.0086334,0,0,0,0,FALSE,FALSE,_G,North Western,,
GLCHW-1,E_GLCHW-1,,WIND,ENGIE Power Limited,E,TRUE,Glenchamber,RWETDL,0,27.44,C,-0.0122086,0,0,10.976,10.976,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,,
GLEND-1,T_GLEND-1,,,SSE Generation Ltd,T,FALSE,Dundreggan Station Demand,SSEGEN,-0.12,0.1,C,-0.0256767,-0.034,-0.034,0.028,0.028,FALSE,FALSE,,,,
GLNDO-1,T_GLNDO-1,48W00000GLNDO-1G,NPSHYD,SSE Generation Ltd,T,TRUE,Glendoe Generator 1,SSEGEN,-1,100,P,-0.0256767,-0.4,-0.4,40,40,TRUE,FALSE,,,,
GLNDOD1,T_GLNDOD1,,,SSE Generation Ltd,T,FALSE,Glendoe Earthing Tx Stn Dem,SSEGEN,-0.16,0,C,-0.0256767,-0.086,-0.086,0,0,FALSE,FALSE,,,,
GLNKW-1,T_GLNKW-1,,WIND,EDF Energy Customers Limited,T,TRUE,GLEN KYLLACHY WINDFARM,LENCO,-2,52,C,-0.0256767,-0.8,-0.8,20.8,20.8,TRUE,FALSE,,,,
GLOFW-1,E_GLOFW-1,48W00000GLOFW-15,WIND,Glens of Foudland Ltd,E,TRUE,Glens of Foudland,GOFPOWER,-2,26.7,C,-0.0256767,-0.8,-0.8,10.68,10.68,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,,
GLWSW-1,T_GLWSW-1,48W00000GLWSW-13,WIND,GALAWHISTLE WIND FARM,T,TRUE,Galawhistle Wind Farm,GALAWWF,-0.72,55.2,P,-0.0122086,-0.288,-0.288,22.08,22.08,TRUE,FALSE,,,,
GNAPW-1,T_GNAPW-1,48W00000GNAPW-1P,WIND,SP Renewables (UK) Limited,T,TRUE,Glen App Windfarm,SPCRE01,-2,22,P,-0.0122086,-0.8,-0.8,8.8,8.8,TRUE,FALSE,,,,
GNFSW-1,T_GNFSW-1,48W00000GNFSW-1H,WIND,Gunfleet Sands Limited,T,TRUE,Gunfleet Sands 1,DONG005,-2,108,P,0.0049362,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,,
GNFSW-2,T_GNFSW-2,48W00000GNFSW-2F,WIND,Gunfleet Sands II Limited,T,TRUE,Gunfleet Sands 2,DONG006,-4.383,64.48,P,0.0049362,-1.753,-1.753,25.792,25.792,TRUE,FALSE,,,,
GORDD-1,T_GORDD-1,,,SSE Generation Ltd,T,FALSE,Gordonbush Demand,SSEGEN,-1,0,C,-0.0256767,-0.563,-0.563,0,0,FALSE,FALSE,,,,
GORDW-1,T_GORDW-1,48W00000GORDW-1D,WIND,SSE Generation Ltd,T,TRUE,Gordon Bush,SSEGEN,-1.2,86.764,P,-0.0256767,-0.48,-0.48,34.706,34.706,TRUE,FALSE,,,,
GORDW-2,T_GORDW-2,,WIND,SSE Generation Ltd,T,TRUE,Gordonbush WF Extension,SSEGEN,-0.6,58.733,P,-0.0256767,-0.24,-0.24,23.493,23.493,TRUE,FALSE,,,,
GOSHS-1,E_GOSHS-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Goose House Lane,CONRAD,-1,20,C,-0.0021896,-0.4,-0.4,8,8,TRUE,FALSE,_G,North Western,,
GOWKD-1,T_GOWKD-1,,,EDF Energy Customers Limited,T,TRUE,T_GOWKD-1,LENCO,-10,0,C,-0.0122086,-3.663,-3.663,0,0,FALSE,FALSE,,,,
GRAI-6,T_GRAI-6,48W100000GRAI-6N,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-6,EECL,-14,468,P,0.0084878,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,,
GRAI-7,T_GRAI-7,48W000000GRAI-7Y,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-7,EECL,-14,468,P,0.0084878,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,,
GRAI-8,T_GRAI-8,48W000000GRAI-8W,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-8,EECL,-14,468,P,0.0084878,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,,
GRAI1G,T_GRAI1G,48W000000GRAI1GA,OCGT,Uniper UK Limited,T,TRUE,T_GRAI1G,EECL,0,30,P,0.0084878,0,0,12,12,TRUE,FALSE,,,,
GRAI4G,T_GRAI4G,48W000000GRAI4G1,OCGT,Uniper UK Limited,T,TRUE,T_GRAI4G,EECL,0,29.67,P,0.0084878,0,0,11.868,11.868,TRUE,FALSE,,,,
GRAISC-1,T_GRAISC-1,,,Uniper UK Limited,T,TRUE,Grain Synch Comp 1,EECL,-10,0.712,C,0.0084878,-7.094,-7.094,0.505,0.505,FALSE,FALSE,,,,
GRAISC-2,T_GRAISC-2,,,Uniper UK Limited,T,TRUE,Grain Synch Comp 2,EECL,-10,0.646,C,0.0084878,-7.093,-7.093,0.458,0.458,FALSE,FALSE,,,,
GRGBW-1,T_GRGBW-1,48W00000GRGBW-1V,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 1,GGOWL,-5,240,P,0.0049362,-2,-2,96,96,TRUE,FALSE,,,,
GRGBW-2,T_GRGBW-2,48W00000GRGBW-2T,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 2,GGOWL,-5,240,P,0.0049362,-2,-2,96,96,TRUE,FALSE,,,,
GRGBW-3,T_GRGBW-3,48W00000GRGBW-3R,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 3,GGOWL,-5,240,P,0.0049362,-2,-2,96,96,TRUE,FALSE,,,,
GRGRW-1,E_GRGRW-1,,WIND,Greengairs East Wind Farm Ltd,E,TRUE,Greengairs East WF-1,GEWF0422,-0.5,36,P,-0.0122086,-0.2,-0.2,14.4,14.4,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,,
GRIFW-1,T_GRIFW-1,48W10000GRIFW-1N,WIND,Griffin Wind Farm Ltd,T,TRUE,Griffin Wind Farm 1,GRWL,-3,102,P,-0.0256767,-1.2,-1.2,40.8,40.8,TRUE,FALSE,,,,
GRIFW-2,T_GRIFW-2,48W00000GRIFW-2Y,WIND,Griffin Wind Farm Ltd,T,TRUE,Griffin Wind Farm 2,GRWL,-3,104,P,-0.0256767,-1.2,-1.2,41.6,41.6,TRUE,FALSE,,,,
GRIFWD-1,T_GRIFWD-1,,,Griffin Wind Farm Ltd,T,FALSE,Griffin Windfarm Demand BMU,GRWL,-1,0,C,-0.0256767,-0.501,-0.501,0,0,FALSE,FALSE,,,,
GRMO-1,T_GRMO-1,48W100000GRMO-1N,CCGT,Grangemouth CHP Ltd,T,TRUE,T_GRMO-1,GCHP,0,144,P,-0.0122086,0,0,57.6,57.6,TRUE,FALSE,,,,
GRUB-1,,48W000000GRUB-1B,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,,
GRUB-2,,48W000000GRUB-29,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,,
GSMA03,2__GSMAE003,,,Smartestenergy Limited,S,TRUE,2__GSMAE003,SMARTEST,0,61.882,C,-0.0021896,0,0,0,0,FALSE,FALSE,_G,North Western,,
GYAR-1,E_GYAR-1,48W000000GYAR-15,CCGT,RWE Generation UK plc,E,TRUE,Great Yarmouth Power Limited,INNOGY01,-18,420,P,0.0049362,-7.2,-7.2,168,168,TRUE,FALSE,_A,Eastern GSP Group,,
GYMRD-16,T_GYMRD-16,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM Onshore non est Dem 16,GYMOWL,-1,0,P,0.0067798,-1,-1,0,0,FALSE,TRUE,,,,
GYMRD-2,T_GYMRD-2,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM Onshore est Dem 2,GYMOWL,-1,0,P,0.0067798,0,0,0,0,FALSE,TRUE,,,,
GYMRD-E10,T_GYMRD-E10,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM OSPE non est Dem 10,GYMOWL,-1,0,P,0.0067798,-0.013,-0.013,0,0,FALSE,TRUE,,,,
GYMRD-E11,T_GYMRD-E11,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM OSPE est Dem 11,GYMOWL,-1,0,P,0.0067798,-0.448,-0.448,0,0,FALSE,TRUE,,,,
