nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
LON-NPE01,2__CNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC London Area NATP,NPOWER02,-314,10,C,0.0237933,-216.566,-180.55,6.897,5.75,FALSE,FALSE,_C,London,
MNW-GDF01,2__DRWED000,,,ENGIE Power Limited,G,TRUE,2__DRWED000,RWETDL,-74,10,C,0.01133,-35.912,-26.596,4.853,3.594,FALSE,FALSE,_D,Merseyside and North Wales,
MNW-TFE01,2__DTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__DTGPL000,TFEGP,-192.051,10,C,0.01133,-139.756,-119.936,7.277,6.245,FALSE,FALSE,_D,Merseyside and North Wales,
NEE-TFE01,2__FTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__FTGPL000,TFEGP,-126.65,10,C,-0.0004839,-34.867,-26.369,2.753,2.082,FALSE,FALSE,_F,_F - Northern,
PGBIW-1,T_PGBIW-1,,WIND,EDF Energy Customers Limited,T,TRUE,Pogbie WF,LENCO,0,10,C,-0.0377779,0,0,4,4,TRUE,FALSE,,,
AKGLW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
BGLAW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
BNAKW-1,,48W00000BNAKW-1G,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
BOULW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
BOYNW-1,,48W00000BOYNW-1Z,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
BTUIW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
CDWTW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
CORY-1,,,CCGT,,,,,,,,,,,,,,FALSE,FALSE,,,
CRMHW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
CRMNW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
CRYRW-1,,48W00000CRYRW-1N,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
DEEP-1,,48W000000DEEP-1N,CCGT,,,,,,,,,,,,,,FALSE,FALSE,,,
DEUCW-1,,48W00000DEUCW-1K,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
DRDGW-1,,48W00000DRDGW-1B,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
DUMMW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
EARBW-1,,48W00000EARBW-1Q,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
EDTRW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
FERRB-1,,48W00000FERRB-1V,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
FERRB-2,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
FRBRW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
GRUB-1,,48W000000GRUB-1B,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
GRUB-2,,48W000000GRUB-29,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
HAWFW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
IEG-GRNL1,,,INTGRNL,,,,,,,,,,,,,,FALSE,FALSE,,,
INAW-1,,48W000000INAW-10,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
IVG-VKL1,,,INTVKL,,,,,,,,,,,,,,FALSE,FALSE,,,
KILNS,T_KILNS-1,,,Centrica KPS Limited,T,,Centrica Killingholme,CENKIL,,,,,,,,,FALSE,FALSE,,,
KILNS-1,,48W00000KILNS-1P,CCGT,,,,,,,,,,,,,,FALSE,FALSE,,,
KLDMW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
LGPKW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
NOVAW-1,,48W00000NOVAW-1M,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
NOVAW-2,,48W00000NOVAW-2K,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
NSQYT-1,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
PTLDW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
RANN-1,,48W000000RANN-1N,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
RANN-2,,48W000000RANN-2L,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
RANN-3,,48W000000RANN-3J,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
REDGT-1,,,OCGT,,,,,,,,,,,,,,FALSE,FALSE,,,
SFIL-1,,48W000000SFIL-1J,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
SHIN-1,,48W100000SHIN-1N,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
SHIN-2,,48W000000SHIN-2Y,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
SIMEC-1,,,BIOMASS,,,,,,,,,,,,,,FALSE,FALSE,,,
SPEY-1,,,BIOMASS,,,,,,,,,,,,,,FALSE,FALSE,,,
STCR-1,,48W000000STCR-1F,BIOMASS,,,,,,,,,,,,,,FALSE,FALSE,,,
STPSW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
TANGW-1,,48W00000TANGW-1G,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
TMWLW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
TONG-1,,,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
TONG-2,,,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
TONG-3,,,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
TUMB-1,,48W000000TUMB-1G,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
TUMB-2,,48W000000TUMB-2E,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
WINN-1,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
WTGRW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
